loan_id,amount,duration,payments,status,frequency,has_disponent,gender,ratio_of_urban_inhabitants,average_salary,unemployment_rate,avg_commited_crimes,ratio_entrepreneurs,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,min_amount,max_amount,credit_ratio,num_trans,avg_balance,min_balance,max_balance,std_balance,negative_balance,last_balance_negative,has_card,age_at_loan,days_between,same_district,age
5314,96396,12,8033,1,2,0,0,0.818,9650,3.525,0.030528836012319115,0.1,-0.0019090410496561618,0.29000000000000004,5025.0,0.0,5025.0,1100.0,9900.0,1.0,4,12250.0,1100.0,20100.0,8330.8663014919,0,0,0,45,105,1,75
5316,165960,36,4610,0,1,0,1,0.735,8369,2.05,0.024274902625344916,0.117,-0.0020938877995546053,0.52,13523.158823529413,-8884.24,1411.0513513513515,-54300.0,36574.0,0.4594594594594595,37,52083.85945945946,700.0,120512.8,29122.05945394563,0,0,0,24,148,1,54
6456,47016,12,3918,0,0,0,0,0.735,8369,2.05,0.024274902625344916,0.117,-0.0020938877995546053,0.52,13031.063636363637,-11395.5,1399.3666666666668,-51800.0,47705.0,0.5238095238095238,42,60382.08571428571,200.0,112901.6,23888.321559448163,0,0,0,35,239,0,64
7249,69360,48,1445,0,1,0,1,0.735,8369,2.05,0.024274902625344916,0.117,-0.0020938877995546053,0.52,6597.1322580645165,-3528.6382978723404,495.70641025641027,-13700.0,17782.0,0.3974358974358974,78,33857.106410256405,1100.0,52365.0,9598.252851868401,0,0,0,52,450,0,81
6863,127080,60,2118,0,1,0,1,0.535,8390,2.585,0.026964590525815933,0.132,0.0005390351271224508,0.6100000000000003,5009.733333333334,-6097.0,844.7083333333334,-14800.0,19065.0,0.625,24,30060.954166666666,800.0,49590.4,11520.18445104369,0,0,0,57,170,1,86
6668,74736,36,2076,0,1,0,1,0.535,8390,2.585,0.026964590525815933,0.132,0.0005390351271224508,0.6100000000000003,11194.334615384616,-6288.019512195122,496.17761194029845,-20000.0,30918.0,0.3880597014925373,67,37912.99850746268,700.0,62084.0,10605.68811295336,0,0,0,28,399,1,57
7138,60000,60,1000,0,1,0,1,0.535,8390,2.585,0.026964590525815933,0.132,0.0005390351271224508,0.6100000000000003,3840.34375,-1881.5528089887641,123.19927007299269,-7000.0,11049.0,0.35036496350364965,137,24643.283941605838,400.0,39393.9,5853.928886719555,0,0,0,48,658,0,76
5160,204000,60,3400,0,1,0,1,0.535,8390,2.585,0.026964590525815933,0.132,0.0005390351271224508,0.6100000000000003,10772.44,-5782.955,584.5046153846155,-16100.0,30604.0,0.38461538461538464,65,37809.39846153846,400.0,68172.8,12656.782825432134,0,0,0,51,366,1,78
5325,105804,36,2939,0,1,0,0,0.748,10045,1.565,0.03629717591706719,0.135,-0.0017390227705052733,0.29000000000000004,9254.6,-7168.099999999999,1371.704,-15600.0,26448.0,0.52,25,41297.48,1000.0,65898.5,14151.260443037105,0,0,0,53,185,0,82
5997,117024,24,4876,0,1,0,1,0.748,10045,1.565,0.03629717591706719,0.135,-0.0017390227705052733,0.29000000000000004,13154.833333333334,-16300.0,4091.8076923076924,-24000.0,29255.0,0.6923076923076923,13,44131.16923076923,800.0,76985.2,19844.247591152816,0,0,0,58,137,1,87
6734,173016,36,4806,0,2,0,0,0.748,10045,1.565,0.03629717591706719,0.135,-0.0017390227705052733,0.29000000000000004,14459.529787234043,-12580.127659574468,939.7010638297871,-62700.0,49769.0,0.5,94,61799.24361702128,300.0,123928.2,26512.878935391018,0,0,0,51,318,1,77
5611,321180,60,5353,0,1,1,1,0.748,10045,1.565,0.03629717591706719,0.135,-0.0017390227705052733,0.29000000000000004,16276.9,-11405.895238095238,978.5131578947369,-34000.0,48180.0,0.4473684210526316,38,40524.46315789474,700.0,90257.3,21716.75025029622,0,0,0,60,233,1,86
7101,421008,48,8771,0,1,0,1,0.748,10045,1.565,0.03629717591706719,0.135,-0.0017390227705052733,0.29000000000000004,10392.413636363637,-7052.321428571428,623.362,-19100.0,31540.0,0.44,50,37436.422,600.0,72330.4,12359.209052004047,0,0,0,43,304,1,69
7240,274740,60,4579,0,2,0,1,0.505,8288,4.154999999999999,0.01746558320714806,0.11,-0.0011790135586559245,0.7299999999999995,21255.930769230767,-16801.0,1522.7074074074076,-36700.0,63366.0,0.48148148148148145,27,57188.21111111111,600.0,122893.1,25256.6658167142,0,0,0,15,204,0,44
5523,93888,36,2608,0,0,0,0,0.505,8288,4.154999999999999,0.01746558320714806,0.11,-0.0011790135586559245,0.7299999999999995,7084.7,-7185.714285714285,1827.1789473684212,-15500.0,15649.0,0.631578947368421,19,37510.494736842105,600.0,52378.2,14598.865783434976,0,0,0,43,156,1,72
5657,4980,12,415,0,1,0,0,0.505,8288,4.154999999999999,0.01746558320714806,0.11,-0.0011790135586559245,0.7299999999999995,5352.515789473684,-2933.2370370370368,489.13913043478254,-16000.0,15528.0,0.41304347826086957,46,30533.371739130438,800.0,41106.2,8705.183539928967,0,0,0,41,242,1,70
6526,288468,36,8013,0,1,0,0,0.505,8288,4.154999999999999,0.01746558320714806,0.11,-0.0011790135586559245,0.7299999999999995,6845.75,-15666.666666666666,2872.970588235294,-23300.0,30950.0,0.8235294117647058,17,36999.52352941177,600.0,71939.2,16205.72181108147,0,0,0,36,127,1,64
6687,87840,24,3660,0,1,1,0,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,7331.9857142857145,-19600.0,2579.2823529411767,-22000.0,32938.0,0.8235294117647058,17,46318.55294117647,500.0,65847.8,20670.97738216307,0,0,0,13,124,1,42
7226,197748,36,5493,0,1,1,0,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,12363.145454545454,-18540.0,2705.9125,-25100.0,36216.0,0.6875,16,44735.43125,300.0,74413.6,19635.357674451083,0,0,0,23,163,0,52
6027,61656,24,2569,1,2,0,0,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,13988.388888888889,-22066.666666666668,4974.625,-31400.0,47337.0,0.75,12,44763.458333333336,400.0,89256.9,24849.149080234965,0,0,0,42,167,1,68
6137,44628,12,3719,0,2,0,1,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,25106.972093023258,-9700.582524271844,550.9575342465755,-59000.0,71565.0,0.2945205479452055,146,49477.32123287671,900.0,112689.5,22661.883780456672,0,0,0,52,636,1,79
5082,262980,60,4383,0,1,0,0,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,10113.641666666666,-5207.6875,1358.5964285714285,-22300.0,44022.0,0.42857142857142855,56,41729.61607142857,900.0,78574.3,16330.173222315432,0,0,0,30,369,1,56
7284,52788,12,4399,0,1,0,1,0.519,9045,3.365,0.03166882100823185,0.124,0.0005782706306551466,0.4700000000000002,4304.038095238096,-3152.5363636363636,489.04651162790697,-17920.0,11427.0,0.4883720930232558,43,22198.17906976744,1000.0,41469.1,6652.642956340849,0,0,0,20,244,1,49
6210,87216,48,1817,1,1,0,1,0.519,9045,3.365,0.03166882100823185,0.124,0.0005782706306551466,0.4700000000000002,3691.82380952381,-4653.099999999999,657.3060606060606,-12600.0,16356.0,0.6363636363636364,33,28362.248484848486,200.0,41410.0,8425.332672368242,0,0,0,30,192,1,58
5980,21396,12,1783,0,1,1,1,0.519,9045,3.365,0.03166882100823185,0.124,0.0005782706306551466,0.4700000000000002,5691.885294117647,-3835.0454545454545,317.71923076923076,-14075.0,16048.0,0.4358974358974359,78,30812.94615384615,1000.0,46848.9,7990.971151238132,0,0,0,26,440,1,54
6144,44376,12,3698,0,1,0,1,0.519,9045,3.365,0.03166882100823185,0.124,0.0005782706306551466,0.4700000000000002,18505.683333333334,-12612.419047619047,1749.7820512820513,-54100.0,49412.0,0.46153846153846156,39,53505.21538461538,800.0,124090.0,28278.24506461626,0,0,0,34,164,1,60
6111,174744,24,7281,1,1,0,0,0.8,8991,1.6999999999999997,0.04270287023971681,0.128,0.0006117305449295695,0.6199999999999999,13374.85,-9741.05,1816.9,-52600.0,47436.0,0.5,32,37485.45625,1000.0,105628.0,28302.653142986743,0,0,0,45,163,1,74
6650,49320,12,4110,1,0,0,0,0.8,8991,1.6999999999999997,0.04270287023971681,0.128,0.0006117305449295695,0.6199999999999999,15663.035294117646,-7831.1875,319.869387755102,-62700.0,45628.0,0.3469387755102041,49,46576.27755102041,900.0,126833.0,24439.877180919786,0,0,0,48,167,1,77
7034,19044,36,529,0,1,0,0,0.8,8991,1.6999999999999997,0.04270287023971681,0.128,0.0006117305449295695,0.6199999999999999,8717.206896551725,-5065.785,727.0666666666667,-22300.0,24126.0,0.42028985507246375,69,43121.75507246377,600.0,64981.1,10532.784888113652,0,0,0,22,410,1,48
5897,15192,24,633,0,1,0,0,0.8,8991,1.6999999999999997,0.04270287023971681,0.128,0.0006117305449295695,0.6199999999999999,7555.3234042553195,-2768.427868852459,102.67455621301775,-14000.0,21513.0,0.2781065088757396,169,29941.905325443786,500.0,48157.1,7237.180988793552,0,0,0,23,685,1,49
7235,154416,48,3217,0,2,0,0,0.653,8968,3.09,0.025813660730703406,0.131,0.002404560177654564,0.52,11408.9875,-8071.3125,1668.8374999999999,-19200.0,39098.0,0.5,32,46715.8,8897.0,81723.5,20286.965558464442,0,0,0,24,176,1,53
7121,21924,36,609,0,1,1,1,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,7551.738095238095,-4562.625,1090.7444444444445,-17200.0,21739.5,0.4666666666666667,45,34272.21333333333,1100.0,60432.4,10171.031845987452,0,0,0,33,297,1,62
6064,14628,12,1219,0,1,0,0,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,7799.868965517242,-2620.457534246575,342.1843137254902,-14100.0,23230.5,0.28431372549019607,102,32788.14215686275,200.0,52184.7,9015.76816505543,0,0,0,45,399,1,73
7061,121896,24,5079,0,1,0,1,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,16312.041025641025,-11004.674074074075,450.72258064516126,-64900.0,49558.0,0.41935483870967744,93,54422.596774193546,600.0,133454.9,21910.827556377593,0,0,0,29,486,1,57
6624,71460,12,5955,0,1,1,1,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,13133.975,-8085.147826086956,1784.211627906977,-24300.0,48487.0,0.46511627906976744,43,47991.53023255814,200.0,82549.0,19235.72960061234,0,0,0,49,326,1,77
6460,48672,36,1352,0,1,1,0,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,2590.1029411764707,-1031.0063492063493,238.24845360824742,-5880.0,12100.0,0.35051546391752575,97,23050.189690721647,300.0,33484.4,5423.587576531727,0,0,0,46,415,0,74
7154,417600,60,6960,0,0,0,1,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,8001.857142857143,-8415.384615384615,1724.6764705882354,-31700.0,36305.0,0.6176470588235294,34,43196.74411764706,200.0,87052.1,18631.358322644723,0,0,1,26,408,1,52
6077,79608,24,3317,0,1,0,1,0.53,8254,3.275,0.021262996420657918,0.097,0.0015055962729390376,0.9699999999999998,23558.29090909091,-13372.148387096773,1957.4679245283016,-51700.0,67124.0,0.41509433962264153,53,69954.5716981132,800.0,125825.7,24870.23292768019,0,0,0,23,313,1,52
6103,149340,60,2489,0,2,0,1,0.53,8254,3.275,0.021262996420657918,0.097,0.0015055962729390376,0.9699999999999998,7546.752173913043,-4546.575757575758,420.3267857142858,-13200.0,22404.0,0.4107142857142857,56,29069.116071428572,500.0,53214.0,10432.344642413836,0,0,0,31,321,1,59
7227,314520,60,5242,0,2,0,0,0.53,8254,3.275,0.021262996420657918,0.097,0.0015055962729390376,0.9699999999999998,18056.9125,-12982.432432432432,388.3623076923076,-56700.0,49457.0,0.4307692307692308,130,63527.42,500.0,128119.4,28698.379826165863,0,0,0,39,484,1,67
5593,277884,36,7719,1,1,0,0,0.53,8254,3.275,0.021262996420657918,0.097,0.0015055962729390376,0.9699999999999998,13759.673913043478,-8751.140845070422,99.2649572649572,-53200.0,47031.0,0.39316239316239315,117,46487.002564102564,1000.0,129394.2,28041.875079726327,0,0,0,15,693,1,42
6228,464520,60,7742,1,2,0,0,0.535,8909,4.785,0.023730182772897103,0.113,0.0008751556767309569,1.5499999999999998,16035.558064516128,-11073.837837837838,1284.8573529411765,-41000.0,47757.0,0.45588235294117646,68,51760.01617647059,200.0,125943.1,27848.686707573845,0,0,0,53,257,0,82
6696,89040,60,1484,0,1,1,0,0.535,8909,4.785,0.023730182772897103,0.113,0.0008751556767309569,1.5499999999999998,3735.122727272727,-3140.4511627906977,336.85057471264366,-11400.0,15843.0,0.5057471264367817,87,30045.399999999998,800.0,46550.2,8832.079278613892,0,0,0,24,392,1,52
6066,173808,24,7242,0,0,1,0,0.535,8909,4.785,0.023730182772897103,0.113,0.0008751556767309569,1.5499999999999998,26907.226923076923,-12350.122448979591,1259.0919999999999,-38200.0,74522.0,0.3466666666666667,75,61218.65866666667,1000.0,134416.6,24967.390839870233,0,0,0,37,383,1,65
5586,48744,36,1354,0,1,0,0,0.535,8909,4.785,0.023730182772897103,0.113,0.0008751556767309569,1.5499999999999998,10108.300000000001,-16100.0,4492.2357142857145,-18600.0,28603.5,0.7857142857142857,14,42930.20714285714,900.0,62891.3,19512.790972253762,0,0,0,32,134,1,58
6356,95400,36,2650,0,2,0,1,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,11706.59090909091,-9195.12,588.6595744680852,-33500.0,35760.0,0.46808510638297873,47,41562.323404255316,200.0,92354.8,23576.743344256894,0,0,0,22,268,0,51
6112,174744,24,7281,1,1,0,0,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,11542.828947368422,-5396.2074999999995,58.73644067796611,-37500.0,46739.0,0.3220338983050847,118,26252.81440677966,-1369.2,96659.4,23430.521918399387,1,0,0,15,452,0,44
5132,538500,60,8975,0,1,0,1,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,11733.345454545455,-6523.961111111112,401.2241379310345,-23800.0,32082.0,0.3793103448275862,58,33687.85862068966,200.0,69775.9,13408.02036465337,0,0,0,34,336,1,62
6153,285600,60,4760,0,2,1,0,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,11216.012499999999,-9639.6,575.3938775510203,-33600.0,42729.0,0.4897959183673469,49,49651.8918367347,1100.0,126077.1,26473.42182373544,0,0,0,14,252,1,42
6471,155640,24,6485,0,1,0,0,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,12015.777777777777,-3640.146153846154,385.66285714285715,-21700.0,34486.0,0.2571428571428571,105,45183.34952380953,500.0,72838.9,13513.4703010347,0,0,0,53,412,1,79
7104,259740,60,4329,0,1,0,1,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,14443.35,-11030.57142857143,3954.0882352941176,-21500.0,38960.0,0.5882352941176471,17,45198.15294117647,800.0,79633.5,19487.23966632132,0,0,0,14,155,1,43
5319,239460,60,3991,0,1,0,0,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,13387.938888888888,-7312.228571428571,787.8369565217391,-23200.0,35918.0,0.391304347826087,46,40061.580434782605,300.0,74408.8,16062.53213841481,0,0,0,51,274,0,80
6737,76680,24,3195,0,1,1,1,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,13581.835849056604,-7696.064444444445,190.15034965034968,-38700.0,57554.0,0.3706293706293706,143,62933.474825174824,1000.0,104676.1,21005.680291887616,0,0,0,46,545,1,73
5352,68400,12,5700,1,1,0,0,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,6971.799999999999,-7760.0,1710.4428571428573,-15800.0,31037.0,0.6428571428571429,14,31793.735714285714,800.0,51242.2,12297.15509867766,0,0,0,18,167,1,46
5449,99336,24,4139,0,1,0,0,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,5352.908333333334,-3487.342857142857,592.7730769230769,-11900.0,16866.0,0.46153846153846156,52,27019.571153846155,300.0,46568.0,7892.721828749214,0,0,0,15,330,1,42
5301,141948,36,3943,0,1,0,0,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,9777.114285714286,-7066.666666666667,4723.98,-16200.0,28840.0,0.7,10,32592.68,800.0,63263.1,17970.97897715462,0,0,0,45,114,1,72
6820,38148,12,3179,0,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8067.861111111111,-8863.236363636364,1645.7206896551722,-20600.0,32706.0,0.6206896551724138,29,37462.09310344827,900.0,62324.6,13293.431805243708,0,0,0,28,171,1,57
4959,80952,24,3373,0,1,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,10394.786363636364,-6276.39375,515.5685185185185,-22400.0,30354.0,0.4074074074074074,54,32590.624074074072,1100.0,67529.6,12061.705681876094,0,0,0,48,313,1,77
6499,80952,24,3373,0,1,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,10395.177272727273,-6248.26875,532.3944444444444,-22400.0,30354.0,0.4074074074074074,54,33312.53888888889,1100.0,67529.6,12270.895742079612,0,0,0,48,313,1,77
5479,24516,12,2043,0,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,20344.677419354837,-13143.542857142858,1077.482191780822,-59200.0,49536.0,0.4246575342465753,73,55582.22602739726,200.0,125254.2,29534.218113303323,0,0,0,35,317,1,64
6678,80340,12,6695,0,1,1,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,20306.622727272726,-11913.433333333332,1718.1288461538463,-39200.0,61260.0,0.4230769230769231,52,61531.59038461539,1100.0,122523.5,26678.258714234544,0,0,0,18,319,0,46
6736,288360,60,4806,0,0,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8081.3,-10600.0,4345.04,-15200.0,27116.0,0.8,10,33211.759999999995,800.0,58495.8,16686.231188764257,0,0,0,58,107,1,87
7220,131292,36,3647,0,2,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,11868.186206896553,-5792.888888888889,377.8481927710842,-24000.0,32823.0,0.3493975903614458,83,36635.115662650605,1000.0,70288.4,12494.312333486101,0,0,0,40,425,1,68
6919,120888,36,3358,0,2,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13123.877777777778,-7007.416666666667,541.81875,-49200.0,48618.0,0.375,96,40838.755208333336,600.0,116468.4,21557.464543439626,0,0,0,50,496,1,78
6038,323472,48,6739,0,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13879.189285714285,-11015.089655172413,1213.6789473684212,-33900.0,44802.0,0.49122807017543857,57,45414.07368421053,200.0,119934.1,26516.428001628443,0,0,0,53,415,1,82
6120,209184,48,4358,0,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,19731.792307692307,-11161.233333333334,650.8058823529414,-61800.0,54645.0,0.38235294117647056,68,46230.339705882354,1000.0,110583.8,19403.334950613862,0,0,0,41,391,0,69
5882,87816,12,7318,0,1,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4840.648780487805,-4251.186046511628,186.49523809523808,-10300.0,14886.0,0.4880952380952381,84,25533.214285714286,800.0,43442.2,6896.753585410004,0,0,0,33,476,0,61
6229,11736,24,489,0,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,11518.78888888889,-3996.822680412371,202.89172932330825,-22500.0,33098.0,0.2706766917293233,133,42224.43909774436,1100.0,70826.8,11703.03977104676,0,0,0,56,528,1,84
5351,205200,36,5700,0,2,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,17320.669444444444,-6117.8279569892475,423.1480620155039,-31200.0,51303.0,0.27906976744186046,129,58336.31162790698,900.0,93928.5,17204.070909560676,0,0,0,31,541,0,59
7142,482940,60,8049,1,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4877.926785714286,-3442.2243243243242,141.84076923076924,-15800.0,21056.0,0.4307692307692308,130,26358.754615384616,900.0,57707.2,9885.477724726501,0,0,0,18,477,1,46
5576,31248,12,2604,0,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,16817.427450980394,-11648.785507246375,449.3550000000001,-64100.0,47033.0,0.425,120,64493.09916666667,1000.0,144715.3,28994.626431825105,0,0,0,55,570,1,83
5739,76380,12,6365,0,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4596.96,-2751.296,514.5955555555555,-8700.0,12861.0,0.4444444444444444,45,26122.84888888889,1100.0,41703.3,8289.780093711837,0,0,0,37,246,1,65
6244,270648,36,7518,1,2,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13666.85,-12250.277777777777,708.286111111111,-52700.0,47433.0,0.5,72,60819.976388888885,200.0,134501.4,29717.34457286979,0,0,0,57,307,1,85
6960,76416,24,3184,0,1,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8867.943859649122,-5137.602083333333,80.1503267973856,-21400.0,28659.0,0.37254901960784315,153,31375.160784313724,8686.4,64494.1,11990.873356406239,0,0,0,57,669,1,85
5724,316140,60,5269,1,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4591.911666666667,-3325.351898734177,92.17194244604318,-9500.0,13352.0,0.4316546762589928,139,18632.93381294964,800.0,39616.2,6901.260790646524,0,0,0,26,683,1,54
7241,168984,24,7041,1,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,12442.474324324325,-10423.706976744184,151.90187500000005,-55200.0,49960.0,0.4625,160,56053.9975,-517.7,120806.4,28355.36015800731,1,0,0,18,571,1,46
5599,15420,12,1285,0,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4776.766037735849,-2258.1755102040815,211.04238410596028,-11840.0,13881.0,0.3509933774834437,151,24577.2,1000.0,41137.4,7049.350987979909,0,0,0,29,667,0,57
6546,31728,24,1322,0,1,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,7781.153658536585,-3766.1105263157897,280.3666666666667,-19680.0,22267.5,0.3504273504273504,117,31139.747863247863,600.0,56122.8,9913.02291629028,0,0,0,44,568,1,72
5740,18564,12,1547,0,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8607.3,-8550.0,3328.1307692307696,-13400.0,25603.5,0.6923076923076923,13,35538.04615384615,200.0,56498.4,14265.870341694039,0,0,0,32,128,1,59
5045,187224,24,7801,1,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13214.305263157894,-9026.228000000001,577.6386363636364,-51900.0,46293.0,0.4318181818181818,88,42084.31136363636,-243.3,92571.3,22038.48158908669,1,0,0,47,504,0,75
5138,87216,48,1817,0,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,5670.470731707317,-1922.3738317757009,181.04932432432435,-9900.0,15608.0,0.27702702702702703,148,30847.14932432432,700.0,43787.3,6554.760512834303,0,0,0,41,616,0,68
